DATE,NPIV,,
2022-04-01 0:30,900.670708,,*units in cph
2022-04-01 1:30,900.7557421,,
2022-04-01 2:30,900.2766977,,
2022-04-01 3:30,902.4106722,,
2022-04-01 4:30,902.2468349,,
2022-04-01 5:30,901.69556,,
2022-04-01 6:30,902.5262116,,
2022-04-01 7:30,904.2051514,,
2022-04-01 8:30,902.8471432,,
2022-04-01 9:30,908.9864267,,
2022-04-01 10:30,908.5655782,,
2022-04-01 11:30,910.9980523,,
2022-04-01 12:30,917.6943543,,
2022-04-01 13:30,921.860208,,
2022-04-01 14:30,923.7814579,,
2022-04-01 15:30,921.0519356,,
2022-04-01 16:30,929.5788578,,
2022-04-01 17:30,927.9715993,,
2022-04-01 18:30,930.5976926,,
2022-04-01 19:30,925.3823969,,
2022-04-01 20:30,920.1431919,,
2022-04-01 21:30,919.9724607,,
2022-04-01 22:30,919.9229359,,
2022-04-01 23:30,918.0127631,,
2022-04-02 0:30,913.8042438,,
2022-04-02 1:30,914.6160073,,
2022-04-02 2:30,911.7657992,,
2022-04-02 3:30,910.8216495,,
2022-04-02 4:30,905.2539978,,
2022-04-02 5:30,905.1570219,,
2022-04-02 6:30,898.7085759,,
2022-04-02 7:30,898.5840398,,
2022-04-02 8:30,899.5322852,,
2022-04-02 9:30,897.9906462,,
2022-04-02 10:30,893.9110016,,
2022-04-02 11:30,895.1912466,,
2022-04-02 12:30,899.2577664,,
2022-04-02 13:30,898.0817659,,
2022-04-02 14:30,905.0241432,,
2022-04-02 15:30,912.6846067,,
2022-04-02 16:30,917.6527555,,
2022-04-02 17:30,918.7502423,,
2022-04-02 18:30,920.0662128,,
2022-04-02 19:30,919.3252639,,
2022-04-02 20:30,920.163171,,
2022-04-02 21:30,921.2193438,,
2022-04-02 22:30,920.514477,,
2022-04-02 23:30,921.1674002,,
2022-04-03 0:30,919.7689819,,
2022-04-03 1:30,922.4530488,,
2022-04-03 2:30,921.3804705,,
2022-04-03 3:30,920.2269379,,
2022-04-03 4:30,917.4726419,,
2022-04-03 5:30,913.0857245,,
2022-04-03 6:30,910.4797178,,
2022-04-03 7:30,913.2958292,,
2022-04-03 8:30,909.3614661,,
2022-04-03 9:30,906.8218314,,
2022-04-03 10:30,905.6024507,,
2022-04-03 11:30,905.896991,,
2022-04-03 12:30,906.9124196,,
2022-04-03 13:30,908.9168419,,
2022-04-03 14:30,915.7882993,,
2022-04-03 15:30,918.4704924,,
2022-04-03 16:30,918.4829151,,
2022-04-03 17:30,920.5170718,,
2022-04-03 18:30,921.6325453,,
2022-04-03 19:30,924.2568133,,
2022-04-03 20:30,924.8961568,,
2022-04-03 21:30,923.1504081,,
2022-04-03 22:30,926.5714368,,
2022-04-03 23:30,931.5835391,,
2022-04-04 0:30,932.7115803,,
2022-04-04 1:30,933.3378241,,
2022-04-04 2:30,933.25683,,
2022-04-04 3:30,929.0983321,,
2022-04-04 4:30,924.5908527,,
2022-04-04 5:30,921.3999753,,
2022-04-04 6:30,921.293028,,
2022-04-04 7:30,918.6059869,,
2022-04-04 8:30,917.2595051,,
