DATE,SE
2023-05-31,0.004006798
2023-06-13,0.004342355
2023-07-03,0.005507068
2023-07-19,0.005802602
2023-08-03,0.006337856
2023-08-17,0.004632746
2023-09-11,0.005996753
2023-10-30,0.00381534
