DATE,Upper,Lower
2023-05-31,0.233002328,0.240551726
2023-06-13,0.24222605,0.236760116
2023-07-03,0.178335546,0.199560455
2023-07-19,0.24795331,0.21891021
2023-08-03,0.265098313,0.240273925
2023-08-17,0.236490542,0.223961788
2023-09-11,0.251243338,0.221465901
2023-10-30,0.241090849,0.227934518
