DATE,SE
2023-05-31,0.031327462
2023-06-13,0.094936523
2023-07-03,0.340977623
2023-07-19,0.468589597
2023-08-03,0.48858671
2023-08-17,0.417208544
2023-09-11,0.464168572
2023-10-30,0.44185022
