DATE,SE
2023-05-15,0
2023-06-08,0.051490612
2023-06-21,0.235598081
2023-07-10,0.35928746
2023-07-24,0.48304703
2023-08-09,0.466464576
2023-08-28,0.429324897
2023-09-21,0.44185022
2023-10-23,0.44185022
