DATE,SWC
2022-04-01,0.22764329
2022-04-02,0.228584703
2022-04-03,0.228420872
2022-04-04,0.227978286
2022-04-05,0.227709311
2022-04-06,0.226826585
2022-04-07,0.225748239
2022-04-08,0.224980438
2022-04-09,0.224442488
2022-04-10,0.22473347
2022-04-11,0.224479167
2022-04-12,0.225469484
2022-04-13,0.228582257
2022-04-14,0.22710045
2022-04-15,0.226244621
2022-04-16,0.225437696
2022-04-17,0.224819053
2022-04-18,0.223887422
2022-04-19,0.225846049
2022-04-20,0.236622164
2022-04-21,0.236627054
2022-04-22,0.227963615
2022-04-23,0.226508705
2022-04-24,0.225
2022-04-25,0.223616002
2022-04-26,0.222789515
2022-04-27,0.223281005
2022-04-28,0.224070814
2022-04-29,0.2318393
2022-04-30,0.245539906
2022-05-01,0.240551643
2022-05-02,0.256267117
2022-05-03,0.258956866
2022-05-04,0.247970462
2022-05-05,0.254892899
2022-05-06,0.249493838
2022-05-07,0.24568662
2022-05-08,0.244014085
2022-05-09,0.244493349
2022-05-10,0.243148474
2022-05-11,0.244009194
2022-05-12,0.244887031
2022-05-13,0.244084996
2022-05-14,0.243395442
2022-05-15,0.242319542
2022-05-16,0.241534624
2022-05-17,0.241507727
2022-05-18,0.247662363
2022-05-19,0.246483764
2022-05-20,0.244708529
2022-05-21,0.242339104
2022-05-22,0.240825509
2022-05-23,0.239908549
2022-05-24,0.245715962
2022-05-25,0.263346049
2022-05-26,0.271195227
2022-05-27,0.257678013
2022-05-28,0.252560153
2022-05-29,0.250958529
2022-05-30,0.249598983
2022-05-31,0.247359155
2022-06-01,0.245300274
2022-06-02,0.243608177
2022-06-03,0.24272545
2022-06-04,0.241155614
2022-06-05,0.239874315
2022-06-06,0.238651702
2022-06-07,0.237847222
2022-06-08,0.240793721
2022-06-09,0.239676252
2022-06-10,0.240343799
2022-06-11,0.240583431
2022-06-12,0.241957649
2022-06-13,0.242767019
2022-06-14,0.243287852
2022-06-15,0.273638009
2022-06-16,0.260177034
2022-06-17,0.266683783
2022-06-18,0.258903071
2022-06-19,0.2525357
2022-06-20,0.244997066
2022-06-21,0.235536483
2022-06-22,0.224997555
2022-06-23,0.213720168
2022-06-24,0.203154343
2022-06-25,0.195288048
2022-06-26,0.186636835
2022-06-27,0.180083627
2022-06-28,0.174567195
2022-06-29,0.169691412
2022-06-30,0.165664124
2022-07-01,0.163668818
2022-07-02,0.161991393
2022-07-03,0.161497457
2022-07-04,0.164275235
2022-07-05,0.163605243
2022-07-06,0.163003717
2022-07-07,0.162888791
2022-07-08,0.162727406
2022-07-09,0.162101428
2022-07-10,0.161358079
2022-07-11,0.160697868
2022-07-12,0.167202171
2022-07-13,0.223415493
2022-07-14,0.209592625
2022-07-15,0.197009487
2022-07-16,0.205959018
2022-07-17,0.238306925
2022-07-18,0.226523376
2022-07-19,0.214800959
2022-07-20,0.228418427
2022-07-21,0.232905419
2022-07-22,0.223542645
2022-07-23,0.214448846
2022-07-24,0.240025919
2022-07-25,0.234927621
2022-07-26,0.230905223
2022-07-27,0.228291275
2022-07-28,0.246469092
2022-07-29,0.238710387
2022-07-30,0.231210876
2022-07-31,0.224562304
2022-08-01,0.22085045
2022-08-02,0.245889574
2022-08-03,0.239126076
2022-08-04,0.232717136
2022-08-05,0.226249511
2022-08-06,0.220263595
2022-08-07,0.215360915
2022-08-08,0.218116686
2022-08-09,0.24326829
2022-08-10,0.237076976
2022-08-11,0.230002934
2022-08-12,0.22344239
2022-08-13,0.21783304
2022-08-14,0.213431631
2022-08-15,0.220224472
2022-08-16,0.226293525
2022-08-17,0.22231025
2022-08-18,0.218434566
2022-08-19,0.218434566
2022-08-20,0.245173122
2022-08-21,0.236546362
2022-08-22,0.230592234
2022-08-23,0.225156495
2022-08-24,0.219696303
2022-08-25,0.214884096
2022-08-26,0.210795677
2022-08-27,0.209392117
2022-08-28,0.212441315
2022-08-29,0.213558783
2022-08-30,0.239490415
2022-08-31,0.235340865
2022-09-01,0.228841451
2022-09-02,0.223630673
2022-09-03,0.21735133
2022-09-04,0.211920481
2022-09-05,0.209088908
2022-09-06,0.206279343
2022-09-07,0.202824237
2022-09-08,0.199009683
2022-09-09,0.195310055
2022-09-10,0.216118936
2022-09-11,0.218710876
2022-09-12,0.213191999
2022-09-13,0.209255184
2022-09-14,0.205584898
2022-09-15,0.20118838
2022-09-16,0.197349374
2022-09-17,0.195816217
2022-09-18,0.194975059
2022-09-19,0.193312304
2022-09-20,0.191052915
2022-09-21,0.187700509
2022-09-22,0.184599961
2022-09-23,0.183365121
2022-09-24,0.182836952
2022-09-25,0.182159624
2022-09-26,0.180641138
2022-09-27,0.179707062
2022-09-28,0.178506455
2022-09-29,0.177278951
2022-09-30,0.177041764
2022-10-01,0.176435348
2022-10-02,0.175508607
2022-10-03,0.174630771
2022-10-04,0.173973005
2022-10-05,0.173503521
2022-10-06,0.172696596
2022-10-07,0.171209898
2022-10-08,0.169576487
2022-10-09,0.169361307
2022-10-10,0.168967625
2022-10-11,0.174828834
2022-10-12,0.212106318
2022-10-13,0.20700313
2022-10-14,0.203922144
2022-10-15,0.201924394
2022-10-16,0.200794699
2022-10-17,0.198085387
2022-10-18,0.195505673
2022-10-19,0.194280614
2022-10-20,0.194165689
2022-10-21,0.194483568
2022-10-22,0.194429773
2022-10-23,0.195948259
2022-10-24,0.196026506
2022-10-25,0.192654538
2022-10-26,0.19078394
2022-10-27,0.190338908
2022-10-28,0.189686033
2022-10-29,0.188928013
2022-10-30,0.18858079
2022-10-31,0.187654049
2022-11-01,0.187138106
2022-11-02,0.187820325
2022-11-03,0.188822868
2022-11-04,0.219483568
2022-11-05,0.215925763
2022-11-06,0.213593016
2022-11-07,0.210768779
2022-11-08,0.209372555
2022-11-09,0.211189358
2022-11-10,0.210531592
2022-11-11,0.20522545
2022-11-12,0.20199775
2022-11-13,0.199973103
2022-11-14,0.199102602
2022-11-15,0.198073161
