DATE,SWC
2021-04-01,0.217698552
2021-04-02,0.217691217
2021-04-03,0.218280516
2021-04-04,0.218429675
2021-04-05,0.219547144
2021-04-06,0.227002641
2021-04-07,0.232411483
2021-04-08,0.28190043
2021-04-09,0.266045579
2021-04-10,0.253900137
2021-04-11,0.250332551
2021-04-12,0.24805849
2021-04-13,0.245967821
2021-04-14,0.244493349
2021-04-15,0.243522594
2021-04-16,0.242732786
2021-04-17,0.242263302
2021-04-18,0.242595853
2021-04-19,0.241850059
2021-04-20,0.240940434
2021-04-21,0.240446498
2021-04-22,0.240047926
2021-04-23,0.240754597
2021-04-24,0.240818173
2021-04-25,0.240742371
2021-04-26,0.242828149
2021-04-27,0.243972516
2021-04-28,0.242715669
2021-04-29,0.242045677
2021-04-30,0.24192097
2021-05-01,0.242251076
2021-05-02,0.243762226
2021-05-03,0.258905516
2021-05-04,0.251645638
2021-05-05,0.248855634
2021-05-06,0.247882433
2021-05-07,0.24720266
2021-05-08,0.24897545
2021-05-09,0.259115806
2021-05-10,0.25323259
2021-05-11,0.251281299
2021-05-12,0.25005624
2021-05-13,0.249256651
2021-05-14,0.248792058
2021-05-15,0.248770051
2021-05-16,0.248300567
2021-05-17,0.248804284
2021-05-18,0.252552817
2021-05-19,0.254724178
2021-05-20,0.262211463
2021-05-21,0.257687793
2021-05-22,0.255770736
2021-05-23,0.254403854
2021-05-24,0.266082257
2021-05-25,0.259225841
2021-05-26,0.255946792
2021-05-27,0.284355438
2021-05-28,0.260600059
2021-05-29,0.256707257
2021-05-30,0.254863556
2021-05-31,0.254174002
2021-06-01,0.253411092
2021-06-02,0.251953736
2021-06-03,0.249244425
2021-06-04,0.246165884
2021-06-05,0.242568955
2021-06-06,0.238152876
2021-06-07,0.233269757
2021-06-08,0.226476917
2021-06-09,0.219407766
2021-06-10,0.212685837
2021-06-11,0.245830888
2021-06-12,0.250699335
2021-06-13,0.239380379
2021-06-14,0.229015063
2021-06-15,0.218610622
2021-06-16,0.207347907
2021-06-17,0.197471635
2021-06-18,0.190294894
2021-06-19,0.185345755
2021-06-20,0.180719386
2021-06-21,0.177168916
2021-06-22,0.173831182
2021-06-23,0.170821107
2021-06-24,0.233502054
2021-06-25,0.234169601
2021-06-26,0.238534331
2021-06-27,0.231286678
2021-06-28,0.227892703
2021-06-29,0.227812011
2021-06-30,0.222097516
2021-07-01,0.216170286
2021-07-02,0.21002054
2021-07-03,0.203482003
2021-07-04,0.193111796
2021-07-05,0.184340767
2021-07-06,0.177799785
2021-07-07,0.215187304
2021-07-08,0.20565581
2021-07-09,0.195997164
2021-07-10,0.231988459
2021-07-11,0.231959116
2021-07-12,0.22020491
2021-07-13,0.210524257
2021-07-14,0.223139182
2021-07-15,0.246307707
2021-07-16,0.238028169
2021-07-17,0.230597124
2021-07-18,0.236751761
2021-07-19,0.225202954
2021-07-20,0.213663928
2021-07-21,0.204127543
2021-07-22,0.19385759
2021-07-23,0.185225939
2021-07-24,0.179171557
2021-07-25,0.176723885
2021-07-26,0.213358275
2021-07-27,0.208245305
2021-07-28,0.191913635
2021-07-29,0.180235231
2021-07-30,0.190160407
2021-07-31,0.237876565
2021-08-01,0.226093016
2021-08-02,0.215157962
2021-08-03,0.204888009
2021-08-04,0.201939065
2021-08-05,0.226975743
2021-08-06,0.216969875
2021-08-07,0.226310642
2021-08-08,0.26148034
2021-08-09,0.242292645
2021-08-10,0.233700117
2021-08-11,0.224772594
2021-08-12,0.215312011
2021-08-13,0.205729167
2021-08-14,0.196948357
2021-08-15,0.190023474
2021-08-16,0.185289515
2021-08-17,0.181342919
2021-08-18,0.178205692
2021-08-19,0.175892508
2021-08-20,0.193432121
2021-08-21,0.194525137
2021-08-22,0.188707942
2021-08-23,0.184790689
2021-08-24,0.181438282
2021-08-25,0.233049687
2021-08-26,0.220246479
2021-08-27,0.218148474
2021-08-28,0.223060935
2021-08-29,0.253313282
2021-08-30,0.240065043
2021-08-31,0.285986405
2021-09-01,0.263940239
2021-09-02,0.25501027
2021-09-03,0.279051741
2021-09-04,0.257651115
2021-09-05,0.251144366
2021-09-06,0.24682365
2021-09-07,0.242752347
2021-09-08,0.237920579
2021-09-09,0.233841941
2021-09-10,0.23109106
2021-09-11,0.229012617
2021-09-12,0.227521029
2021-09-13,0.226481808
2021-09-14,0.225251858
2021-09-15,0.223065826
2021-09-16,0.221251467
2021-09-17,0.230890552
2021-09-18,0.230518877
2021-09-19,0.227665297
2021-09-20,0.22580937
2021-09-21,0.223576878
2021-09-22,0.221143877
2021-09-23,0.219033646
2021-09-24,0.218050665
2021-09-25,0.217163048
2021-09-26,0.215290004
2021-09-27,0.213407179
2021-09-28,0.212998826
2021-09-29,0.211353189
2021-09-30,0.215703247
2021-10-01,0.228296166
2021-10-02,0.227308294
2021-10-03,0.226012324
2021-10-04,0.224339789
2021-10-05,0.223251663
2021-10-06,0.222897105
2021-10-07,0.222493642
2021-10-08,0.222227113
2021-10-09,0.221960583
2021-10-10,0.221148768
2021-10-11,0.219833236
2021-10-12,0.218527484
2021-10-13,0.253049198
2021-10-14,0.248056045
2021-10-15,0.246104754
2021-10-16,0.244209703
2021-10-17,0.243177817
2021-10-18,0.242671655
2021-10-19,0.242713224
2021-10-20,0.244965278
2021-10-21,0.244872359
2021-10-22,0.24385759
2021-10-23,0.243324531
2021-10-24,0.288368056
2021-10-25,0.277929382
2021-10-26,0.260678306
2021-10-27,0.294740317
2021-10-28,0.288047731
2021-10-29,0.280988361
2021-10-30,0.267128815
2021-10-31,0.25878081
2021-11-01,0.256773279
2021-11-02,0.255269464
2021-11-03,0.254641041
2021-11-04,0.253983275
2021-11-05,0.253861013
2021-11-06,0.253797437
2021-11-07,0.253721635
2021-11-08,0.25296117
2021-11-09,0.252198259
2021-11-10,0.261463224
2021-11-11,0.263859546
2021-11-12,0.258817488
2021-11-13,0.256829519
2021-11-14,0.256372261
2021-11-15,0.255897887
