DATE,SE
2023-05-31,0.004060885
2023-06-13,0.004161707
2023-07-08,0.006996007
2023-07-19,0.005707548
2023-08-03,0.006274902
2023-08-17,0.005130505
2023-09-11,0.00434195
2023-10-30,0.002803973
