DATE,BWE
2023-05-31,0.244285714
2023-06-13,0.801111111
2023-07-08,6.01
2023-07-19,6.21
2023-08-03,6.858888889
2023-08-17,6.845714286
2023-09-11,4.739285714
2023-10-30,0.5
