DATE,SWC
2021-04-01,0.211027973
2021-04-02,0.209846929
2021-04-03,0.209524159
2021-04-04,0.208758803
2021-04-05,0.207893192
2021-04-06,0.206201095
2021-04-07,0.206567879
2021-04-08,0.265343799
2021-04-09,0.250623533
2021-04-10,0.228782766
2021-04-11,0.221958138
2021-04-12,0.218992077
2021-04-13,0.216928306
2021-04-14,0.214986796
2021-04-15,0.213773963
2021-04-16,0.212399746
2021-04-17,0.2139598
2021-04-18,0.214231221
2021-04-19,0.212429088
2021-04-20,0.210277289
2021-04-21,0.213994034
2021-04-22,0.21638302
2021-04-23,0.216248533
2021-04-24,0.215602993
2021-04-25,0.215209311
2021-04-26,0.215382923
2021-04-27,0.226807023
2021-04-28,0.237886346
2021-04-29,0.237871674
2021-04-30,0.238512324
2021-05-01,0.239091843
2021-05-02,0.240825509
2021-05-03,0.259252739
2021-05-04,0.252484351
2021-05-05,0.249904636
2021-05-06,0.248985231
2021-05-07,0.248351917
2021-05-08,0.248574433
2021-05-09,0.260191706
2021-05-10,0.254054186
2021-05-11,0.251780125
2021-05-12,0.250934077
2021-05-13,0.250432805
2021-05-14,0.250092919
2021-05-15,0.250176056
2021-05-16,0.24956475
2021-05-17,0.250684664
2021-05-18,0.253105438
2021-05-19,0.252997848
2021-05-20,0.256005477
2021-05-21,0.253995501
2021-05-22,0.252677523
2021-05-23,0.251809468
2021-05-24,0.260174589
2021-05-25,0.255482199
2021-05-26,0.253049198
2021-05-27,0.269165689
2021-05-28,0.25673171
2021-05-29,0.252941608
2021-05-30,0.252344973
2021-05-31,0.251792351
2021-06-01,0.250880282
2021-06-02,0.24940581
2021-06-03,0.246830986
2021-06-04,0.243146029
2021-06-05,0.236360524
2021-06-06,0.228308392
2021-06-07,0.220684174
2021-06-08,0.21234106
2021-06-09,0.206318466
2021-06-10,0.201112578
2021-06-11,0.219055653
2021-06-12,0.226934174
2021-06-13,0.221028951
2021-06-14,0.215642117
2021-06-15,0.21028707
2021-06-16,0.204350059
2021-06-17,0.198774941
2021-06-18,0.194177915
2021-06-19,0.191077367
2021-06-20,0.188605243
2021-06-21,0.185898376
2021-06-22,0.184313869
2021-06-23,0.183929969
2021-06-24,0.234416569
2021-06-25,0.244461561
2021-06-26,0.261138009
2021-06-27,0.253814554
2021-06-28,0.248422829
2021-06-29,0.246258803
2021-06-30,0.241505282
2021-07-01,0.234054675
2021-07-02,0.225618642
2021-07-03,0.217468701
2021-07-04,0.209152484
2021-07-05,0.202415884
2021-07-06,0.197359155
2021-07-07,0.194874804
2021-07-08,0.193605732
2021-07-09,0.194862578
2021-07-10,0.245544797
2021-07-11,0.251601624
2021-07-12,0.239045383
2021-07-13,0.229555458
2021-07-14,0.223158744
2021-07-15,0.219309957
2021-07-16,0.229232688
2021-07-17,0.248236991
2021-07-18,0.240654343
2021-07-19,0.231768388
2021-07-20,0.22419063
2021-07-21,0.216950313
2021-07-22,0.210015649
2021-07-23,0.203362187
2021-07-24,0.201677426
2021-07-25,0.241710681
2021-07-26,0.2353482
2021-07-27,0.225300763
2021-07-28,0.216950313
2021-07-29,0.210037656
2021-07-30,0.209225841
2021-07-31,0.250227406
2021-08-01,0.240595657
2021-08-02,0.231638791
2021-08-03,0.247968016
2021-08-04,0.240874413
2021-08-05,0.234010661
2021-08-06,0.22828394
2021-08-07,0.234729558
2021-08-08,0.263453638
2021-08-09,0.252682414
2021-08-10,0.244163243
2021-08-11,0.23772007
2021-08-12,0.231780614
2021-08-13,0.226088126
2021-08-14,0.221317488
2021-08-15,0.217160603
2021-08-16,0.213896225
2021-08-17,0.21067097
2021-08-18,0.208105927
2021-08-19,0.206098396
2021-08-20,0.207509292
2021-08-21,0.205499315
2021-08-22,0.203266823
2021-08-23,0.202645736
2021-08-24,0.202591941
2021-08-25,0.245290493
2021-08-26,0.237326389
2021-08-27,0.230391725
2021-08-28,0.225298318
2021-08-29,0.2540982
2021-08-30,0.246126761
2021-08-31,0.276591843
2021-09-01,0.261693075
2021-09-02,0.255046948
2021-09-03,0.264668916
2021-09-04,0.259851819
2021-09-05,0.252760661
2021-09-06,0.248645344
2021-09-07,0.244693858
2021-09-08,0.244799002
2021-09-09,0.248567097
2021-09-10,0.247175763
2021-09-11,0.246090082
2021-09-12,0.244948161
2021-09-13,0.243889378
2021-09-14,0.242747457
2021-09-15,0.240928208
2021-09-16,0.239725156
2021-09-17,0.238707942
2021-09-18,0.23755624
2021-09-19,0.23744376
2021-09-20,0.236954714
2021-09-21,0.235294405
2021-09-22,0.233773474
2021-09-23,0.232946987
2021-09-24,0.232391921
2021-09-25,0.231157081
2021-09-26,0.23092723
2021-09-27,0.230731612
2021-09-28,0.230315923
2021-09-29,0.229880673
2021-09-30,0.231765943
2021-10-01,0.237632042
2021-10-02,0.237839887
2021-10-03,0.237668721
2021-10-04,0.237338615
2021-10-05,0.237299491
2021-10-06,0.237661385
2021-10-07,0.23782277
2021-10-08,0.238123533
2021-10-09,0.238240904
2021-10-10,0.237641823
2021-10-11,0.236817782
2021-10-12,0.236106221
2021-10-13,0.255039613
2021-10-14,0.253408646
2021-10-15,0.25225939
2021-10-16,0.250691999
2021-10-17,0.250127152
2021-10-18,0.249657668
2021-10-19,0.249965767
2021-10-20,0.249753032
2021-10-21,0.248337246
2021-10-22,0.247371381
2021-10-23,0.246786972
2021-10-24,0.282712246
2021-10-25,0.270581475
2021-10-26,0.26088126
2021-10-27,0.295620599
2021-10-28,0.280866099
2021-10-29,0.275290982
2021-10-30,0.272151311
2021-10-31,0.264546655
2021-11-01,0.260509585
2021-11-02,0.258653658
2021-11-03,0.257788048
2021-11-04,0.257144953
2021-11-05,0.256763498
2021-11-06,0.256673024
2021-11-07,0.256514085
2021-11-08,0.255335485
2021-11-09,0.25463615
2021-11-10,0.260096342
2021-11-11,0.265011248
2021-11-12,0.261521909
2021-11-13,0.260008314
2021-11-14,0.259507042
2021-11-15,0.258810153
