DATE,SWC
21-Oct-21,0.204809068
22-Oct-21,0.203694044
23-Oct-21,0.203136533
24-Oct-21,0.236900837
25-Oct-21,0.229488132
26-Oct-21,0.225475515
27-Oct-21,0.240194558
28-Oct-21,0.233867533
29-Oct-21,0.228640861
30-Oct-21,0.219863719
31-Oct-21,0.216118854
01-Nov-21,0.213963997
02-Nov-21,0.211977862
03-Nov-21,0.211435022
04-Nov-21,0.21182748
05-Nov-21,0.211943017
06-Nov-21,0.211761459
07-Nov-21,0.211759625
08-Nov-21,0.211169103
09-Nov-21,0.210455708
10-Nov-21,0.215300925
11-Nov-21,0.219880224
12-Nov-21,0.215823593
13-Nov-21,0.213685242
14-Nov-21,0.212858144
15-Nov-21,0.212425338
