DATE,SWC
2023-05-15,0.209
2023-06-08,0.199
2023-06-21,0.14
2023-07-10,0.202
2023-07-24,0.221
2023-08-09,0.212
2023-08-28,0.174
2023-09-21,0.11
2023-10-23,0.187
